stn_code,stn_delay_all,stn_delay_nowinter,stn_traff
LAUL,22.0648860055,15.9651091297,5
LKMR,10.0799129338,10.0031751941,12
LEDO,3.30361599185,2.52687319656,14
LHA,36.3219115022,25.871288056,23
LLGM,9.32360204702,8.95658339663,6
LDA,10.6753738308,10.3464031584,12
LPR,4.85997910136,1.94940359477,4
LMO,9.00803207966,6.72899159664,6
LM,6.54116389317,4.28977417972,19
LBG,33.0339950791,22.6356031373,16
LMK,13.4244171186,12.9819388729,14
LPI,7.87346623639,7.01858937388,156
LMD,18.5256288765,17.0604568157,12
LNT,9.17768797647,8.5052742616,2
LDP,68.9827906043,73.3148043602,14
LOHA,7.59146242761,8.63504503802,6
LHU,20.916228046,14.0640669953,26
LNK,32.2631376645,30.720669412,28
LSX,29.9862859983,25.6050544025,13
LKMN,2.43181818182,1.62878787879,14
LTT,70.2975115866,56.1421360366,139
LOL,33.4616375791,29.2355338586,8
LNN,13.8992890019,13.491888033,12
LNL,14.9058799744,14.0523391732,156
LD,18.1642725557,17.600104478,56
LONI,34.3365184668,26.6859477506,16
LOA,7.33805032396,8.12462232777,8
LPH,19.8202370432,17.8886945861,8
LTV,7.52495110754,7.55295285545,4
LOV,1.99743188712,1.97586805556,8
LKR,82.1694886418,70.8014742891,75
LC,55.5601419742,39.3218701438,17
LJN,84.6720249528,63.1187917971,93
LKO,138.21795125,110.722710201,305
LDH,101.164178344,73.669844645,237
LMG,111.21620112,76.528763506,67
LUNI,24.6496298842,23.1026078748,62
LNR,12.7724436419,12.4188201733,8
LKS,22.9291719085,15.2017197353,18
LXR,4.85997910136,1.94940359477,4
LUSA,88.0831256716,83.8654841494,13
MCV,51.3408404575,65.0421205943,18
MCVM,37.0744025101,33.1848131934,12
MTM,10.6944135739,8.71064207974,26
MKRD,82.3223400129,77.9656756757,2
MML,52.4563553561,46.3445314765,40
MPL,40.7204089812,46.133130404,12
MNC,44.3856786371,42.1833728916,13
MPJ,5.40777152594,4.79921045685,115
MD,11.7557603687,12.1341463415,3
MDJN,8.97089566202,9.89159294134,7
MDRR,106.315901311,96.2135946248,8
MKR,23.7001996757,20.7423095149,14
MAD,11.2355514302,11.1458437491,29
MAO,33.1008617168,30.1071340536,112
MA,28.9151441896,25.064459614,8
MDVR,4.25142721261,4.03201144082,4
MID,15.9016799417,16.5558431206,12
MDR,32.7946107529,30.270617311,37
MDPB,23.0237794726,20.9037485771,7
MBS,106.849468806,94.8342929559,15
MBI,123.348311312,103.094865178,34
MDP,94.4505648601,69.1049131088,139
MDU,15.5371674266,12.7574693136,109
MMK,7.01159323387,6.50766163891,14
MADR,62.4107370634,53.4016236333,4
MWRN,6.28793894845,6.1322117269,12
MHH,49.6195578625,33.2091983892,14
MUG,7.59856812483,6.97061938663,72
MHBT,23.6559372147,25.2568789418,9
MMH,6.70396048088,6.31587484457,9
MDVK,12.4943136863,10.7880857836,13
MXW,9.40780730897,10.0166666667,2
MHJ,21.10262027,14.7140703125,16
MMV,9.85487261113,8.74396186857,16
MANG,19.023469289,18.5622517694,6
MSMD,40.6078598854,38.0506052604,34
MABD,31.3572892915,27.5966788149,55
MBNR,41.1799866037,38.5815937843,66
MAHE,11.511269641,11.1500916638,34
MHRG,32.0369533983,23.4656956876,28
MSK,65.7636794608,56.3327859103,21
MSH,24.0376760929,19.6922738764,117
MVV,42.8837526172,42.0426345999,14
MMD,296.352750809,326.925110132,13
MEP,30.4675193313,19.2040675272,16
MPLR,28.0988810889,16.2235831317,18
MMB,76.4497409973,66.1372185211,10
MBA,125.071945756,95.471542765,29
MAHO,82.6982673509,85.2171705052,8
MHO,57.5472629315,63.6820702132,15
MFQ,140.041668479,130.586277419,6
MHQ,61.6927276932,49.2380935754,12
MUGA,20.7766156665,17.624805341,10
MXR,42.532996633,50.4227238666,2
MHV,7.95926559209,5.76770708283,8
MWW,35.5961065318,34.0914674087,6
MBG,42.532996633,50.4227238666,8
MYR,63.3496663726,50.5116269263,61
MINJ,172.024485222,167.803436889,13
MLN,29.5807155662,27.0376772914,32
MWY,29.401115888,22.8352727654,8
MNQ,122.909489791,110.233675565,8
MW,108.974711138,96.0989497345,29
MJBT,1.00445838977,0.732290640394,18
MJG,66.9398020035,55.6074157256,14
MJZ,5.52948717949,4.93333333333,5
MJL,144.108079405,131.642164397,17
MJRI,21.1156622969,17.4856688122,16
MPR,14.5293648273,13.1028289582,10
MDE,18.1841109052,16.0354404056,34
MXH,31.9870470115,29.3712765322,20
MKL,35.4787485835,34.2508360473,4
MKN,75.6321446665,57.7028537647,55
MQP,26.1200319417,26.4159709584,4
MKRA,10.8288742354,11.3986300526,4
MKRN,11.7811993898,11.789144917,16
MKC,41.9268556825,31.7170384163,64
MKDI,52.8761910168,40.8203099482,6
MJN,2.79536737772,2.13812347401,18
MKH,34.9995763362,34.6807018666,12
MXT,6.88833972876,7.247640677,103
MLNH,19.023469289,18.5622517694,6
MLAR,19.1580370325,19.3938270892,7
MLZ,15.0768980279,12.4444403469,16
MVL,4.45992108689,4.01328690984,37
MLDT,47.8017415779,38.4522415151,139
MET,38.4324314606,26.3391135466,31
MAAR,0.923856548857,1.12024528973,2
MLG,6.84191370515,5.19572226066,12
ML,75.9401551025,72.4893059957,21
MVG,82.3223400129,77.9656756757,2
MLD,76.7764605818,80.2700039149,18
MKPT,43.0382160785,36.8435760833,4
MLKP,40.4188949254,39.2004348941,8
MLPR,110.680099381,91.6921287562,24
MLHA,8.84815632587,4.27751329382,21
MALB,53.5782924844,35.5053346312,16
MJF,9.23281137203,7.9916954677,75
MKU,49.4571772352,42.6400945887,64
MALK,48.6064038235,48.2959762081,9
MLK,29.8687942947,31.3858054648,14
MQR,19.4667417867,19.5032391643,18
MAKR,37.1664829344,24.8430437049,28
MLC,9.36293724369,10.3296428349,6
MWX,27.2067358682,25.7211240745,19
MLGT,21.4484922236,19.132244127,9
MLP,9.3216002876,9.21696246613,10
MLV,19.7736329115,17.6856634925,31
MWM,8.10934564809,7.50021097758,38
MKRH,19.023469289,18.5622517694,6
MVW,82.3223400129,77.9656756757,2
MYL,18.5256288765,17.0604568157,12
MOT,65.359722125,50.9275858421,28
MQS,41.4820490571,38.0960751585,10
MLM,43.0382160785,36.8435760833,4
MLO,12.0269378991,10.9925939523,36
MWH,144.905780352,132.896764232,4
MOM,32.0975406597,31.0664689078,6
MRM,14.7338940425,14.7282363634,4
MBM,3.31130222043,2.16883365543,460
MVF,82.3223400129,77.9656756757,2
MNSR,8.55505516495,7.02648795061,10
MNM,8.56808647385,4.8140217173,36
MNP,94.6407845384,85.0874407914,36
MOW,51.3809893877,46.0185515314,11
MPA,7.29070054928,6.36164242411,12
MRE,232.736901822,208.911757771,5
MCI,91.493849635,73.6566198942,64
MCS,24.584728399,22.9593478676,36
MNF,118.640787031,107.393762698,14
MGF,5.14322866525,4.62944418487,14
MDL,5.06860793964,4.73766945683,4
MLGH,9.74415418221,6.73276659036,10
MMZ,95.9769188757,83.7118538106,12
MMM,7.10841784864,1.78702089529,18
MMS,10.2075003406,9.16428414374,10
MDS,10.2265826193,9.1693013485,37
MDVL,11.9879225096,10.4949625643,18
MURD,120.939797832,98.2287680492,17
MYD,42.532996633,50.4227238666,2
MDH,12.4421170682,11.3527386752,14
ADR,15.1362664001,11.825240573,14
MABA,44.0515457359,35.8519743801,26
MBY,22.4838196924,15.5234619599,14
MNDR,21.3448700606,21.1727744731,14
MDDP,85.2278090956,76.4452152719,10
MNDH,59.219764608,58.7169905424,8
MDB,18.9268072704,16.2575943388,6
MXK,119.411869957,108.320004517,13
MUV,116.415305784,75.9936525717,37
MYA,19.2987262179,18.2381241291,48
MDGR,5.53239354031,4.98888651309,16
MAM,15.0708911217,15.7251572241,9
MAG,22.8415705824,22.6660111804,33
MLI,10.8288742354,11.3986300526,4
MAQ,19.8101497661,17.5430170258,56
MAJN,28.8534639773,27.0415329379,74
MNI,44.0277937357,43.026259587,15
MUM,22.7834733894,22.030806288,2
MGL,10.5813494031,10.4025258624,8
MGG,17.9392845053,18.4340415291,9
MGLP,18.0852112087,18.0455158754,29
MGRL,15.0479233003,15.8575883145,7
MHU,22.4263350372,20.0751561606,16
MANI,105.504635603,106.98607171,4
MGLE,28.0988810889,16.2235831317,18
MAGH,41.9423888383,32.9345811709,8
MKP,87.25778151,64.8253902524,85
MIK,9.75377544584,8.92595587851,16
MAN,18.0677782599,14.1593237166,62
MEJ,14.9531017954,13.0086250549,57
MJBK,34.3365184668,26.6859477506,16
MJS,10.3392667002,10.3633973863,15
MHT,63.4381123508,57.2526960158,8
MUR,122.340542186,85.2886345132,77
MNAE,16.8457549524,14.0528091271,31
MKB,104.463228308,94.8731214005,27
MANK,28.0810683682,24.7280055163,4
MMR,49.509713224,36.7023794849,211
MQ,6.24535482124,7.06768490226,13
MOB,13.4312451615,10.7953771243,23
MNJ,204.641185469,183.556717736,7
MOU,26.3955605097,22.4115748381,21
MOA,33.2824255588,35.4942332467,6
MSZ,77.3161726554,58.9275971974,20
MNE,89.6164501769,72.6453965787,69
MMPL,14.7338940425,14.7282363634,4
MVH,27.8932492144,28.9061498507,6
MALM,24.2816413885,18.5172688352,61
MBL,28.4836311016,26.279336587,15
MUGR,30.7205988172,23.0600365543,6
MNVL,24.2208607145,18.7389569717,4
MVO,22.2980001237,16.1538374182,32
MQN,115.893398117,102.491719239,8
MH,75.4520852858,67.3516960967,2
MJY,75.6404546335,74.2112250835,5
MRPL,57.2008106177,54.0144983551,8
MAKM,19.1396827542,17.8418618352,21
MXA,0.019801980198,0.0277777777778,15
MRG,3.30361599185,2.52687319656,14
MAY,55.0467513673,46.4801625888,14
MXN,74.356606693,51.2511694614,51
MIU,40.9592247622,38.9916219384,22
MRK,24.8282267921,24.1356329387,26
MKO,16.9197196877,16.4524404731,16
MKD,50.676988447,43.8888118419,6
MRL,9.04576165332,8.52319784961,28
MRF,16.3842541286,7.06620966181,4
MIPM,29.6860438137,28.7013204142,32
MPLM,8.41205747358,7.18919225723,6
MR,25.2138829381,25.1426068907,12
MBSK,7.59146242761,8.63504503802,6
MBNL,5.44191806095,5.15358193079,12
MCPE,13.3354043307,14.9896795633,4
MJ,29.7254510441,25.4211139649,98
MWT,14.2878772489,14.3133652226,6
MMY,14.2878772489,14.3133652226,6
MDW,13.250795012,13.795895492,10
MWJ,120.999462084,111.951758717,8
ME,24.0553474446,19.0546518779,13
MST,90.0721772755,102.582413147,10
MSW,93.7290259038,83.016148181,20
MSDN,44.1776096115,42.666857723,20
MSR,14.3644970506,13.6017289144,10
MTH,96.1111842361,79.015157934,8
MRT,28.3614456894,19.5761293798,18
MTJ,63.5795034298,42.9814480444,226
MUW,53.5087942944,47.4329386866,20
MTB,107.112881236,126.607814625,6
MTU,12.0141066065,11.6142385873,8
MEM,81.4259735631,79.6021296827,10
MAU,84.384873977,68.8561921528,68
MRPR,133.271457076,103.403036391,25
MZH,6.60719821502,5.97013019942,22
MLY,19.4549155419,18.8612487398,22
MAUR,84.5970336209,64.7626760311,18
MAA,17.2639325372,17.2884138941,6
MVLK,28.2249998587,27.0302491603,52
MVJ,47.1822425176,39.4144256771,36
MYK,4.13241722622,3.47670749882,15
MV,6.06935553251,5.27071689536,61
MYY,11.8207965554,12.4971155765,14
MGME,112.370708246,99.6573028299,14
MCA,5.44430154192,4.90946620507,176
MCRD,6.96713138995,5.4661965812,6
MPU,44.2303669428,41.7782065885,11
MED,8.65336656068,7.36733813392,48
MUT,57.7630757726,53.2560458482,35
MTC,55.191751561,44.7378105321,82
MGN,32.7088054267,24.5161432351,51
MNO,124.769020127,104.438531318,18
MAI,151.489852873,131.981722279,32
MJA,134.138484394,120.714127646,20
MMKB,296.352750809,326.925110132,2
MLTR,9.33762521088,8.70525640966,14
MLMR,8.79120365275,5.93643279236,63
MYM,6.69146190747,6.13876763489,68
MQX,76.0062367212,68.9987987993,9
MRDL,22.2899022034,21.4976495668,10
MTD,50.9371049933,40.0266995804,103
MTP,5.5729844494,5.05008002261,12
MTDM,6.96713138995,5.4661965812,6
MYX,4.78327085551,4.45477769398,22
MWE,107.112881236,126.607814625,6
MSDG,5.50778647732,5.89186659535,6
MHD,16.4473457239,10.3001738544,54
MHOW,6.90764397059,5.32638604108,26
MDN,21.2026491865,17.9903642876,93
MGE,42.532996633,50.4227238666,2
MIN,51.9723937997,46.2131534739,14
MIH,102.394562902,101.832472502,6
MIL,107.351285503,117.108942292,10
MVN,5.33283807598,4.75094569129,12
MNL,24.764626515,22.319079462,14
MRJ,16.8523272523,14.5681443785,85
MK,108.542072142,121.296256287,10
MCQ,150.486377547,141.281923765,10
MIQ,56.2370175153,50.7932783763,8
MQL,27.2546361978,18.5688182968,20
MRTL,17.1389629233,16.767417332,7
MRGA,20.1890855857,20.5845775455,44
MZC,49.098257013,39.7687015485,24
MZL,13.7242699499,11.214805718,27
MZP,172.034276215,144.806434558,88
MFL,111.387425901,124.888410505,12
MSO,99.4412940272,100.377501691,4
MTI,110.17273574,106.048358268,14
MTHP,9.79714021494,1.84560350988,10
MYG,15.9767855182,9.26191397383,32
MINA,25.2297430087,18.9404390904,6
MDNR,50.121642676,47.1570461476,37
MLB,27.6337137255,21.778152051,12
MDPR,8.19478506116,2.50710913313,4
MON,5.44191806095,5.15358193079,12
MDKU,36.2452565831,32.6933657159,14
MOGA,11.6638101384,9.29696344077,18
MHAD,20.7948857639,18.7051775855,9
MQE,18.4547447051,20.5467691327,4
MLJ,129.67583483,144.32989523,12
MONR,4.6098504012,4.62021877608,6
MJP,50.5893782684,40.8616001812,18
MOP,8.18656464721,7.27106709957,8
MOG,122.748760972,102.114067351,20
MO,25.3869802619,22.5303821689,10
MHPE,10.8951879214,7.91094584287,2
MKSR,5.44191806095,5.15358193079,12
MKA,121.811887076,96.6299720072,124
MXL,19.8658947999,16.6234481354,8
MOMU,5.47850149555,5.68697891615,6
MOF,110.446811825,103.452690882,14
MANU,1.11111111111,0.0,6
MOR,94.8328869966,86.798230162,29
MB,131.146909277,103.837719609,256
MKX,26.5846430899,17.0366246192,18
MRHT,20.4975908802,8.90183383787,11
MAP,14.3547172932,13.3376488384,20
MVI,41.8715917205,23.2009007122,18
MWK,20.7948857639,18.7051775855,9
MRDD,13.5177885312,10.0917655606,8
MRA,86.4754631791,59.7404803469,62
MGAE,5.2102380563,3.37011959938,16
MOI,18.257424736,18.3541556196,6
MRND,17.5234230744,11.9429564139,18
MKDN,58.540594478,57.4730747283,10
MRSH,6.74935070568,6.64790564374,6
MXO,18.2095943695,18.0933679323,4
MRN,20.9729962135,22.7439359603,9
MOTH,194.556768953,179.635200125,14
MOTC,29.7036437926,30.7753380198,15
MTR,163.614924553,140.940971881,34
MWAD,6.74935070568,6.64790564374,6
MOO,17.0513435895,17.1462706804,16
MGB,1.37952707685,1.28758725125,4
MUE,18.6818174564,16.5759144522,62
MFJ,50.4714545754,49.5038214408,8
MGC,30.5958272721,21.3417560077,16
MGS,180.535940442,141.511296874,296
MMA,79.933284819,59.9993182366,26
MDJ,90.6609585703,75.588314268,18
MEX,45.5957529319,33.0492794958,33
MKSP,11.273345579,12.2895260494,6
MKT,11.010484277,8.71585102317,12
MKPR,64.5782495647,55.0009215271,19
MKS,18.3598015686,13.8571465847,12
MCN,14.0327480114,14.141135139,21
MKDD,32.8244260978,20.9317922679,15
MFA,12.1331723254,10.8398294243,16
MME,6.58719143958,6.42901871134,10
MCU,28.9555875045,32.1598180746,8
MNTT,20.9144603186,21.2143755858,18
MAR,16.6246706352,17.1078717652,6
MOL,7.92227827932,2.70074774555,8
MULK,27.1854673892,24.9910412663,10
MTY,45.0232160478,28.6886042436,29
MVD,10.5813494031,10.4025258624,8
BCT,13.4182964815,10.6347858058,976
CSTM,29.2770310425,23.1692891506,1361
MBF,75.1429368123,68.9706439394,4
MND,56.5977775945,42.1134656208,9
MPH,106.159083896,128.238095765,6
MVE,43.0382160785,36.8435760833,4
MNU,6.88286427628,6.01476884468,12
MGKM,1.11111111111,0.0,6
MNV,41.687798815,29.5530776265,32
MNGD,23.9034944983,22.2350683572,45
MRB,16.8101728968,15.6918957141,16
MQO,22.3240050533,21.7025418221,20
MUK,23.9524653074,26.2219637481,10
MUPA,42.532996633,50.4227238666,2
MUD,49.9971635754,49.0236243129,25
MGM,8.60953495916,8.73255062279,26
MRR,34.8609352685,31.4757055433,38
MPY,47.4546584604,45.4771052154,14
MRDW,30.8721731873,29.5534169348,16
MMVR,25.1490275893,25.914011906,2
MUP,10.3215604792,9.37956456815,19
MURI,66.5289152309,55.3047681803,92
MRBL,50.4277777926,49.7989243115,10
MZS,0.696534034034,0.784438502674,8
MRIJ,56.0504235217,52.4510817095,12
MSN,24.6474472957,20.6049727172,8
MSDR,107.112881236,126.607814625,6
MBB,7.98419974482,8.12781575027,30
MZR,13.7765389854,13.6601601444,42
MRTY,25.5286491043,16.2634042638,7
MRX,35.4642312941,25.2421658465,3
MQU,10.2745803878,10.7504656044,10
MFKA,156.961029586,144.179078976,28
MUA,11.2391584166,10.3552802057,20
MBD,45.9054235996,43.4258860397,12
MOZ,55.2549099687,46.0052804523,61
MFP,158.07804661,125.819357118,147
MZM,51.2390690643,53.9750768427,22
MYS,15.5506118338,14.3671559883,82
GZN,42.5684555623,42.1378565508,23
NPK,11.8252359209,12.091256969,6
NDAE,12.6619230586,10.3195792842,71
NBG,93.4106182428,76.4282192102,20
NBA,50.1147592987,37.4759758321,22
NIU,11.8782173958,10.4619171205,18
NDU,17.5994186532,15.9919945278,29
NBI,118.334789406,92.282720532,20
ND,26.4590802239,21.3043864146,176
NDKD,18.5951960779,18.9463717301,37
NDW,17.5994186532,15.9919945278,29
NPL,21.7745785464,15.2948260775,16
NHY,11.46072212,11.4783248134,11
NGS,35.4751757913,35.8886501676,7
NGAN,0.811754068716,0.95625,6
NGT,5.15791795267,5.55124247858,24
NGE,8.46841527388,7.49050648451,8
NUQ,126.444344228,115.200935059,20
NG,15.5006812914,15.2800972773,10
NGI,15.478673852,17.0629339886,4
NRS,111.681346758,120.345921078,9
NGF,37.2745442501,35.2321283201,17
NSL,17.6123744123,13.6762269778,42
NRR,12.0141066065,11.6142385873,8
NGO,55.8729687137,44.3944657257,47
NAB,9.23034587545,5.86161910597,13
NAD,44.2672454108,31.0147348317,133
NJT,18.5285289479,19.4434247563,14
NCJ,19.3387748474,18.0627588607,65
NGHW,11.9073292042,7.01796704908,3
NGG,123.141711634,112.29374196,23
NRDP,18.1109444767,18.063785821,8
NGLT,56.2370175153,50.7932783763,8
NCR,5.40328213795,5.61465980288,20
NGTN,48.4293896099,47.3261894449,8
NGP,46.4409172484,32.9296169126,259
NPRD,8.46841527388,7.49050648451,8
NHK,61.7780133416,44.3564921907,14
NHLN,94.7565192744,63.6141290841,4
NH,12.8913231823,11.1722674192,312
NKI,11.590245898,12.6876307425,12
NIA,18.3212101019,15.8376902383,39
NYN,106.497558611,94.4025248699,35
NBD,97.7554553424,82.6352327263,69
NCH,5.83763030434,4.37049087779,8
NKDO,32.7287123757,30.8106905953,6
NRO,29.4397444165,27.9359692976,19
NAK,11.2122726591,11.2677288694,10
NKX,82.3223400129,77.9656756757,2
NAL,0.923856548857,1.12024528973,2
NLD,80.4462187357,65.38792613,20
NLV,51.6251003069,39.881181136,24
NLDA,21.3472964387,21.6485368088,44
NHT,23.8350092018,21.3729050477,48
NCU,1.37952707685,1.28758725125,4
NLPD,21.9491394751,22.7625396374,18
BVZ,10.6116643589,8.90367879749,6
NW,16.3341394991,15.9514678692,18
NMKL,6.08094623186,6.15584859149,10
NBR,22.6342835277,21.189342113,21
NMKA,2.3333553405,1.49980853977,28
NKM,22.0081477048,19.258676061,24
NLI,8.22868143961,6.29942106885,10
NAM,63.7279951213,45.6566030703,12
NMT,9.07789360386,3.88488078026,10
NANA,18.257424736,18.3541556196,6
NRE,14.595024208,14.6156635392,20
NED,24.2859610133,18.4936172492,97
NDR,9.1261333646,8.31433844691,21
NDJ,100.527730112,96.3190009266,16
NGN,48.2818703987,41.8158849485,25
NAN,63.2197154237,59.3139138315,6
NAND,22.4247938781,19.5316333072,6
NDE,4.25142721261,4.03201144082,4
NN,16.7421836076,16.1369616543,30
NDB,42.6693994627,27.8230510639,73
NDL,32.9181864059,32.3123484624,32
NLDM,20.4099289236,13.1506645019,26
NNO,44.6919377608,38.8754932933,42
NNN,12.3000903171,12.4729906198,14
NTW,6.18236001494,5.87014605712,14
NNP,41.1623190444,36.7122319861,20
NPS,29.1566085625,23.3919200535,14
NRK,4.87668592727,4.82948073086,12
NRI,33.0872818477,35.1396589242,14
NQR,24.2765229142,24.0047799394,8
NNGE,12.1354359074,9.6831968209,8
NRGR,15.7207557584,17.0735039928,7
NANR,20.8736810519,20.9808154768,4
NS,7.20613721226,6.08020203013,27
NRT,24.8282267921,24.1356329387,26
NASP,39.3147505538,38.0867537156,10
NRYP,62.6199475639,59.9639269966,2
NNR,65.7636794608,56.3327859103,21
NRPA,96.5685675731,81.6619027426,11
NDN,15.1890493335,15.4741386965,9
NUR,33.7991305356,25.0576770967,35
NOI,12.4013851613,12.5139991278,14
NKE,145.913958183,120.806976226,48
NRKR,39.9770487938,26.4564266478,41
NNL,25.9292454851,13.3031478858,14
NU,58.4153057296,47.1355355237,77
NRP,23.4390015945,22.6235182299,25
NSX,27.5621318427,27.7969207849,10
NRW,50.8731922033,36.8252500485,49
NRWI,9.28571428571,0.0,2
NK,70.4186631097,53.6002372303,146
NSD,68.0315152505,52.4609330326,25
NAS,29.616945131,29.802041612,18
NDT,7.85518188643,7.41036836726,6
NAT,43.3296823957,40.5081397444,20
NTZ,9.36293724369,10.3296428349,6
NNA,160.466286042,133.532003017,70
NUH,69.7792887472,32.4311571973,29
NWP,16.8247374448,15.5991486152,32
NTV,49.1394691827,39.3421318978,16
NBM,45.9054235996,43.4258860397,12
NVRD,32.9890498984,32.7078201208,15
NUD,10.7643975856,6.08066189671,19
NVU,11.3152734566,11.4736989737,8
NWU,37.5037308865,20.0450761801,16
NVT,40.2678728744,27.9275423983,12
NVS,13.1973229892,11.1905336644,87
NAC,63.1138081627,44.4477949996,20
NGB,30.4214025317,29.0327218418,10
NWD,76.9255008212,73.3873063453,18
NVG,61.2041764671,56.6338751222,12
NWH,3.77626168115,1.4205729982,6
NAWN,1.34233486821,1.13159072403,4
NAW,21.4845336891,22.598859706,10
NPD,43.5859153354,42.3180396278,16
NYK,20.9438472766,17.6342980452,4
NNGL,8.18695404863,4.16533342757,6
NYP,28.0298500051,20.1118120961,34
NYO,146.142481853,132.724008782,20
NYG,35.6666190578,33.7595474975,6
NYH,11.0279476172,8.48126195477,14
NZT,2.03092021561,1.88627880853,14
NAZJ,107.837596248,98.089441232,18
NKD,39.312875422,35.1549255292,22
NLR,36.1168449141,27.9759341837,187
NLS,29.8444439808,27.4224043661,16
NEP,7.08518883136,7.07195505258,21
NEO,68.0873555961,60.1842395597,26
NOR,40.0,20.0,4
NPNR,66.5735342925,54.7029867663,22
NRL,7.83351566032,5.29078357767,83
NRG,15.8063351467,15.0820968524,14
NOQ,111.376958172,86.1543072515,78
NAVI,9.89156802273,9.84835877086,10
NBPH,6.1835564587,6.15253007801,13
NBQ,123.205751054,89.6286840006,134
NCB,99.1671799411,74.2332144052,114
NDLS,74.6512778955,52.714535111,357
NFK,44.7881760832,37.1330695771,85
NGNT,18.9170480845,13.6918372142,16
NHLG,283.536869592,199.036977507,16
NHGJ,42.532996633,50.4227238666,2
NJP,111.913009992,83.3360648229,175
NKJ,30.5647680036,29.0998711801,2
NMZ,32.4033698719,19.4437527914,26
NMX,23.9113617091,20.8643826313,13
NMM,1.00445838977,0.732290640394,18
NMDA,13.4976804387,12.3212998255,14
NTSK,74.4220607053,51.7653087591,51
NYY,13.0064381462,13.1931263627,26
NBP,134.550244316,129.642945987,4
NDD,24.2432291327,21.3813291044,70
NMJ,4.35380945323,4.97908028308,21
NIDI,42.992531703,42.3100895243,7
NDZ,26.3415827653,24.2649263327,8
NDO,25.3669368038,22.5236344923,40
NIQ,13.3437455695,13.5234618577,10
NHN,102.009119594,105.98713862,23
NHH,164.61822511,138.210898922,42
NIIJ,31.6604073567,31.4482771807,16
JNRD,22.8659738661,20.7802463047,6
NKW,20.8736810519,20.9808154768,4
NIL,9.33762521088,8.70525640966,14
NLE,22.2040858475,19.9773327888,24
NLKR,23.7741407485,18.7338273674,18
NMK,25.9292454851,13.3031478858,14
NMH,9.21712856919,8.40117155813,40
NKR,11.010484277,8.71585102317,12
NBH,6.66040579824,6.14019534332,27
NBL,18.8830606912,15.8257345576,21
NB,70.4354470567,57.8633963502,6
NIM,9.95687073608,8.90047625399,12
NILE,22.1958016511,14.5617935924,29
NGA,4.27811267454,1.68901217088,16
NPW,60.7376836483,36.9437540157,6
NPI,12.4421170682,11.3527386752,14
NR,29.6013813041,27.9713217961,18
NIRA,13.8992890019,13.491888033,12
NKP,15.303468173,13.9677923816,23
NSU,94.7245190546,96.2464023439,12
NEW,133.189388351,126.178318648,16
NIV,85.6781823289,79.6871401486,4
NWR,88.4829029273,80.2889832337,10
NWB,110.017347445,99.9141719509,10
NOL,14.919111071,15.7837277202,6
NZB,18.0669977276,15.5879296243,64
NIP,20.5635356828,9.13040647666,6
NMGT,5.16503427687,5.23381721885,6
NRX,22.6908820665,21.060931098,19
NOMD,9.53254861575,9.92543311251,10
NHR,9.28571428571,0.0,2
NOK,59.5643133781,46.9528656382,43
NKRA,0.923856548857,1.12024528973,2
NMD,17.2178335138,14.4797900527,10
NNE,21.5932335507,21.2848677997,6
NRLR,26.9942875088,23.9838628439,29
NLP,0.696534034034,0.784438502674,10
NRZB,14.9358305411,12.69059422,18
NSVP,9.3077232556,9.39431882682,22
NNW,80.6767663383,57.8365598406,18
NUA,2.67984581843,0.702351190476,4
NXN,14.1167925021,12.9116787076,10
NDPU,31.3915692518,33.2629740367,11
NUJ,10.3602988785,8.11219568755,18
NMGY,3.1981945075,2.19777536393,6
NRA,40.6213724381,39.8302945637,10
NRM,38.583680961,36.8146137804,11
NZD,34.5359391892,32.8026399001,20
ODG,65.6983725249,57.7292530728,15
OBR,99.0916812834,90.6511039379,19
OBVP,19.8824536245,21.1230584252,10
ODC,5.56252798819,5.59220029816,7
ORH,35.4787485835,34.2508360473,4
OEA,75.3679014452,67.765408534,14
ODHA,49.468615977,49.4284159356,7
OKHA,60.4231622994,25.9665343073,33
OKD,10.2999432999,2.83545923633,3
OKA,36.4751574523,31.9470630645,54
OMLF,24.1344848428,22.105804533,18
OML,13.8973005932,13.9460276583,12
OM,11.010484277,8.71585102317,12
ODM,5.09404234255,4.81947077607,30
OGL,42.0357473471,32.8025418213,185
VNM,14.7338940425,14.7282363634,4
ORAI,140.490507831,110.192546833,67
ORGA,43.7124017917,38.3585280865,8
ORR,14.38318139,12.2399393053,14
OSN,16.5861864603,15.3125860078,12
OTP,39.0683723765,32.9740028354,50
PAI,35.7089376446,34.2727479513,6
PCH,6.46303543826,6.99467796627,11
PFR,47.9660120298,32.2545696993,12
PC,53.5198740921,44.1327377608,33
PNWN,18.4547447051,20.5467691327,4
PDH,18.1904189828,3.56175780135,16
PDF,0.868098159509,0.910949113779,4
PDGN,60.7376836483,36.9437540157,6
PDNR,23.0934611149,23.032854328,6
POU,80.4826494532,71.5190420404,14
PDP,18.9142484525,18.8093409184,5
PFU,82.3223400129,77.9656756757,2
PDD,26.0268263668,23.6450212767,8
PGU,36.7962315882,33.5180607616,8
PGA,14.38318139,12.2399393053,14
PCX,8.60953495916,8.73255062279,26
PRE,153.871595136,140.354561581,8
PRP,64.0048743126,47.8226051492,20
PRSR,9.28571428571,0.0,2
PAK,18.4097540275,20.5490384454,42
PKRD,43.2200209773,42.7061477026,6
PKK,10.7258475377,8.91372360264,12
